C1,C2,C3,C4,C5,T6,T7,T8,T9,T10
M92287_at,99.110050462793,102.528255755643,100.660706583652,98.327432967792,100.394352336335,99.4978925061215,99.9894553977608,98.765195142679,99.1614199382045,99.8010432343927
U44060_at,99.9254411446884,99.9746274258596,99.5799168254788,99.9913058996758,100.054600396715,101.069355141295,99.396196064588,99.970719856095,99.7688088399605,97.8920111680349
D21063_at,99.9262079676867,100.191721354488,99.7513748277732,100.075371697947,101.074998976846,102.154496440433,100.88605575873,98.2445806043358,100.066915832651,102.437855021469
X00588_at,100.821985074944,98.9959690572786,99.777833360236,100.667113880522,99.3415961586847,101.260886283855,99.9519584305543,100.441115251291,99.8437342694854,99.4331421516812
U13737_at,99.7663951015902,100.04511597923,99.9215156019888,101.280908130704,99.6624974294272,100.317893082142,98.5382082702414,100.540427186227,98.9535176578669,101.291925300566
D83017_s_at,98.859582307523,100.099959045927,100.767169107124,99.1473540772766,98.4498056318573,100.047629938926,101.501192850602,101.578056964375,99.6781270636163,100.355820527213
X59798_at,100.922691299067,98.5867949704622,99.0455696727421,100.411050217533,100.71581735504,100.046781711134,100.212814881964,99.2014784565205,98.8823405800704,100.769270424992
S73885_s_at,99.6604072737409,99.4610803450678,101.033772947681,98.9684457805664,100.76347843094,102.457650388424,101.078723986246,101.577596116525,97.9792284201807,98.7961583875795
U40343_at,100.035742920834,99.4234553669538,100.989258914332,100.109435586435,99.4331491658201,100.243215986902,99.3939420647056,100.248958241994,99.0501737806541,99.8872555600488
U92436_at,98.5168374505286,102.173895292803,100.858500760549,98.7359556017029,100.690600994824,98.9747702830192,101.215223363877,101.892521761074,100.983878902628,100.239756305852
X67235_s_at,98.8102718724529,99.6229585839644,101.621235140986,99.0092007786456,100.382164869315,99.0501680397691,101.480873160266,99.8357519729353,99.5952763206267,100.382189129593
X57348_s_at,98.8161317222772,99.0018561222286,100.313730914319,99.7222125247836,99.4200703904984,99.5574252732163,99.7072384583117,98.3878511675779,100.608862242069,100.365063830988
U43077_at,99.6070736292109,100.824802388279,100.65830203703,98.8291337662227,100.009616799156,99.699759927415,101.112917284223,101.208913038462,99.1807490373805,98.8427265247112
U57317_at,99.9591970715412,100.669614186181,99.5678705931398,100.619268705977,100.249137237495,99.8351164817298,99.4254017257429,100.114889610059,100.506940819299,100.793929494718
X51688_at,99.6175779295409,100.833063943673,100.77712003977,100.072860862286,100.826820655259,99.5142429050475,99.9833461518043,100.237766170358,100.785416315251,99.9585391516276
L36844_at,100.725221838295,98.1845317173455,96.6323460777761,98.4430073282314,98.2939163233451,99.8449657111983,100.086375675892,99.7618951676671,101.967844165416,100.46836159649
M74091_at,101.135527616931,101.310819570382,99.4258105058603,100.222834609915,98.3242888482204,101.464292369146,99.8282957282358,100.047373419449,100.235433350509,100.681866482281
X54942_at,99.9288893501055,100.773260275372,99.7085148670706,99.2046135709607,99.8418422962986,100.065691530741,98.992513367105,100.123480478812,101.445446664358,99.3826021603921
M64497_at,99.5910626967849,99.7634996392944,99.503298719837,97.7663289224164,99.3253262489397,100.101477321542,101.005269497961,100.342449388974,99.92053391292,99.7532531362295
U58089_at,101.01117338119,100.384333086452,99.7612874492291,99.4274066178382,101.883672328259,99.3709977112658,99.5336923614975,100.969533751169,99.3913983597572,99.6436832106488
M95809_at,98.8831016756256,102.363590539477,100.155921075931,99.6532369198003,99.6321323337572,98.0265108730225,98.9705872631794,98.4179007495309,99.1516252723586,100.547036986119
M59465_at,100.762953173357,100.529142509158,99.5623838215279,98.6472789371595,100.853485980618,101.375348128683,99.7005871757051,100.942048399216,98.9369060935428,100.576822407821
X95406_at,99.9153607110053,99.3550585999521,99.0982133269293,99.8098037417249,99.5531882386841,100.60849741929,99.4537531867798,100.347967327593,102.759842961698,98.5439585296043
L20320_at,99.954400093298,100.202684660685,99.9721117276492,101.502567586989,100.643497917386,99.9322208105726,100.886979601696,101.2351166569,99.7792257098478,103.520569146673
U26727_at,100.336038140314,100.400930512803,100.416292289379,99.6607099931933,102.132037610278,101.054405074312,100.339083043817,99.4492145755189,100.456440279111,99.1254012504236
U34070_s_at,100.497792617246,100.769641414623,100.278112892521,100.095603827216,100.152860197305,100.469017022775,100.302845273893,99.047527564904,100.660033272916,98.7944534512841
M60974_s_at,102.094158598299,99.3820543894416,98.722387887993,100.143850282703,101.337796674273,101.091938646328,100.978643028566,99.6859657234539,99.0865145641574,100.729933465928
M30938_at,100.263816171835,100.148454734563,97.5785704453252,99.8937683436137,99.5978153862162,98.5316190413825,100.386017244307,99.2574290848681,101.402733085856,97.9271770348052
Y08614_at,101.822676073219,100.345208722854,100.628936562958,99.6141574591632,100.382078678059,99.4152453313789,101.938141759466,100.355765151964,99.6749026820132,100.88269547725
U49278_at,99.010781555055,99.4769808204892,100.933799552843,99.8037262925171,98.142977430498,99.6730379035445,101.040762411873,100.679513969258,99.2041895493661,101.762420261564
U56637_at,101.611940496264,100.144689649593,100.107398201898,100.641919159355,100.332871344214,101.167227186078,100.203868941782,98.2758315904127,100.56495197062,100.296689615282
D90086_at,100.729661597061,99.7407597441872,97.5320508590832,102.180714503993,101.194802044489,101.751876870244,100.481584311847,98.3522866608372,99.1058247343914,99.4032090628441
U02493_at,98.7865429856776,99.1585161236621,98.5992138260663,100.406348549634,100.32804529237,100.003868747711,99.6541730394517,101.769742493558,99.8840997198455,100.830649281421
Z68129_cds1_at,98.8229202491851,100.591824048178,99.7532523389745,98.7142607741283,100.272594318853,98.7523336891776,100.784614502772,98.9270539627575,99.7666383639037,98.5144256937368
Z93784_at,99.6870488393722,99.3251151824019,99.889832251844,101.927018088654,99.9640182161735,98.3472476733937,99.1868126272622,98.9117480383759,100.191940558344,101.116650222285
L18960_at,97.9527807923904,99.9676526355869,99.3890571279991,101.64197731268,99.8978553327222,100.177223783592,99.4585239965548,98.8623012046998,99.6300117562808,100.477383885727
M35093_s_at,100.0439908097,100.630042979295,101.475056241129,99.3383462932371,98.3903232389541,100.448001907658,100.449856919097,98.9426457141075,101.902933960865,98.3175614528511
Y10313_at,100.272408522823,100.103520711694,98.8163254633737,100.001200815186,98.9571328046455,99.8929170633698,97.8156616899461,100.560057224,99.4464621307598,100.039779996946
U64520_at,99.158882979687,99.7800015323414,100.012554459229,99.105366414637,98.699526813103,101.730803654044,99.2665872812313,99.3572346247952,100.276219028774,100.587862537569
D50911_at,99.1110177569472,100.281069948266,99.5321101491626,99.2614293704388,100.939766475544,101.467152259165,100.709089776869,99.0100385253804,99.9838669973209,98.1532470710605
M92439_at,98.9567427491902,99.6198936412265,99.7909459505634,99.0008768948915,101.93789321514,100.731896826165,100.422117108982,100.822791477455,98.7940910813621,99.7570545480787
D55654_at,97.3220694526715,101.501189727942,100.122436975358,101.525519277682,98.926925191855,99.9719711064853,100.122669545241,101.649287398102,99.0862779193665,101.02965888705
U90426_at,102.200405539702,100.461644681559,99.8801144485727,100.401477792443,98.4527910293496,100.169893328768,98.0801341712127,100.033929253957,100.44932495988,101.381023202939
U44772_at,99.6259196616941,100.885298123569,99.4756454868006,99.8376279501036,101.143106762599,99.4915690565712,100.591949995725,99.4893768992118,98.6243086029507,100.698378948175
D16480_at,98.8503788789792,99.1451417247525,100.262746973564,99.015898110352,99.2318376076507,100.508021051588,100.005702413448,100.514051142012,100.766007098247,100.668628572554
X54326_at,98.7493781550729,99.5103417035403,100.387319792001,99.2338820651164,100.394648685015,99.8338252607847,100.642000316111,99.3599187061029,98.1549817667709,98.5460875769434
L08666_at,99.3194373307708,99.4618707501904,98.8305358984205,100.874662470918,99.4169698339217,99.3361937775195,99.5747775651413,100.573077848766,100.11289534402,100.792344255926
U33821_at,100.459711714286,98.9768275836965,100.183102505904,99.4492914411066,99.132294144941,99.7153150109099,101.625027883972,98.7814248370225,100.6579674908,98.4829609576352
U02031_at,100.841865411325,98.7348512362045,99.3245838853549,98.199752198066,100.270226465346,99.106511027176,100.678589371677,101.222851004132,98.1356562921202,99.4020221939969
U31814_at,99.7518925814504,99.8203569231394,101.257031625057,100.784943477832,101.097845369711,101.305585828386,98.1494223675171,100.399631838924,100.435730172184,99.8318689114844
U66616_at,98.7892815341891,100.675147037852,99.0766601567768,99.313160005059,99.9630925952064,99.9047674356667,99.7206744874691,101.011193864948,100.032310877641,100.237236256995
M36341_at,99.7273857680958,99.9025160738437,101.156125728089,100.17983474048,100.244813797901,100.997347935773,100.3725292812,99.8172092521555,99.3355944551058,98.7714928983686
L13689_at,101.304386061205,101.177133797735,100.199252215878,98.6558130195523,100.915042075172,101.62432206988,99.3164920043485,100.594255768191,100.758689600784,100.466222300011
D42084_at,100.747906808524,98.5223159906604,98.716697789088,98.3638439502521,100.580136503989,100.089174290039,100.713503117923,98.799991379699,100.927835735988,100.982118916882
U91932_at,99.9489393294005,97.1597697474086,100.34964183121,98.8382316328747,99.1361559977317,101.460224762239,99.6841416682716,99.1760511186523,100.209248196974,100.299113382128
U77456_at,98.2115661819434,100.367163957077,101.025720329606,99.1605137123428,98.7552064573732,100.03891057934,97.8733356761581,100.102006670241,101.193247067122,101.248846319641
L10284_at,100.856682114877,100.501997666988,100.190946952238,98.8359115615798,98.7373575597162,99.4344520636503,100.724822151365,98.6644061047586,99.7363515386812,101.6054165535
U32944_at,101.190922326832,101.791225621721,100.14929832714,99.605345875826,100.763420222034,100.281860408623,98.8245425787249,99.2729333813711,99.952169650597,100.064042634297
U14193_at,100.482532984113,99.1751909537517,100.874793736652,100.443821017069,98.8842184806394,99.9389681938962,97.5057029574039,100.501179389814,100.320392008638,101.399340295698
D50810_at,99.4048328028601,100.017766793427,99.435249037374,98.6303264985769,98.7839582963651,99.4951793599978,100.069229987741,98.9337055686246,101.840827207175,100.277101659161
D38555_at,101.140223173062,101.688584845555,99.458505754367,101.869968529619,102.249782546334,98.6940792898155,98.9916190049244,100.327427147967,98.2150752544404,100.770238668876
X87613_at,101.487640468058,98.2694195607487,100.222410246692,100.772979559316,99.1731705152993,99.0018549816201,100.079167771587,100.083356652354,99.4244891072588,98.5471380017185
M88108_at,100.269078452791,97.3032591282752,99.6328897532225,98.9040929377753,99.5613079447596,100.076707341602,98.6227577042259,98.8660408003936,101.699310865514,98.9507616729006
U81006_at,101.304748690867,101.179772512764,100.528801269358,100.585170502895,99.9127569828079,99.9906026700735,101.941731363773,100.055137333551,100.172399979516,101.774455666674
D80005_at,100.837737796378,100.136782229415,99.0652692369326,101.390649662823,101.121643518664,99.4312363646473,101.760704522164,100.256656452587,100.637465898405,99.8293302179372
M36429_s_at,99.5593027679933,99.3568392089572,100.592402812287,99.5630503585398,99.0146448026704,100.705949129096,101.072556888277,99.9481015770328,100.611822856408,99.5561175202487
U90268_at,100.324273170738,100.535980413994,100.71992941459,100.271082708881,100.681089961594,100.244084796621,99.5188634077548,98.8669189123945,103.007237687046,100.382367667578
X13546_rna1_at,99.3759263626128,101.398811987334,99.6498289827384,102.480004326949,99.7878109426873,99.3864680946577,99.6821565297431,99.498064383393,100.583110163993,99.79783699696
M94630_at,99.0545838825093,98.3404097027513,99.9998840652681,100.232963243118,101.070037609056,99.1446436729798,98.3143518022355,99.2225336422107,100.605335709582,98.8981098528763
U65093_at,100.583351500977,99.3079688445086,101.129721079146,98.4459897251029,98.8605064822482,98.6610037473357,98.3949848580775,100.329226597605,100.586812026918,99.7388827833472
U59321_at,99.1773308356724,98.2666560394999,100.42697467072,100.66621963587,98.6822048102842,99.3106765636893,99.7958599090816,98.4570943004398,99.8413801284054,98.9476387787438
M37583_at,100.587477866213,98.3973173619303,97.6974840461062,99.4964630326058,97.0329978639582,99.3488995474244,98.6476574980165,99.7670678897564,100.777609378517,100.723956848395
Z75330_at,99.4612493243752,99.1996115510691,100.618186512081,100.454265464649,100.69671652804,100.01293129725,99.8426089760812,99.350062586995,100.248262151426,100.955053346738
M16750_s_at,100.426561064981,100.955681654632,100.772510832435,100.265553606505,100.302527797983,98.3768671512457,99.0733962902131,100.080214563976,100.537207703016,101.038842322474
X06745_at,97.8885585751301,100.888122541899,101.129169540686,100.130153388064,97.6757841769982,101.392434939453,100.903365702594,100.466904883842,100.863756511636,100.016883694878
D42045_at,99.757615015449,100.696229222137,99.3921021637694,99.924208748289,99.5767904116601,101.029588514942,100.162719535402,100.380306571952,99.3969134411006,98.1086758391919
M81757_at,100.536372130409,101.911900261153,101.303193429036,101.315273971621,102.661918350325,99.0036955962467,100.926048914821,102.474453961721,101.132274875074,100.451871962092
L14922_at,97.6912109642402,99.7014152937849,99.3172995754695,99.5816298797714,99.9029480332503,98.3278675368379,100.622971239383,100.331355399372,98.7715408410127,100.089967352153
D84307_at,99.6682666557682,99.0736240406925,99.0223489340532,101.152698830077,100.05318438923,100.161235825882,101.310947685324,100.201781496434,98.5251745573654,99.2753810118122
U78524_at,98.8992712049415,98.7135384418717,100.229870908016,99.4355594812412,101.185847316166,101.318288805703,99.5261124411796,99.1181149361137,99.7586551970527,100.410371296558
Y00064_at,99.7662306892034,100.577998807164,100.276980267739,99.7616222030232,100.006681568299,98.4281905562331,100.68640600149,99.4237469076788,98.799060846137,98.1527754951493
D87440_at,100.098521314173,99.8326358317337,100.569741252242,100.117595936129,99.3816940035665,100.54629351295,101.357719613601,101.146053459312,100.218365742584,100.109743560308
L40636_at,99.2394012900064,99.7335915968783,102.192603864288,99.7969797980526,100.25447804385,101.0585477694,100.127742117142,99.0004010894998,99.4273446572338,99.886674893324
U52840_at,99.1674636596527,99.322618282323,100.19405034697,100.881916646919,98.742549532646,97.3493433407302,99.9107661498797,100.840680203001,97.5633098558721,100.742361520711
D14520_at,98.7962867784221,101.217523870284,99.3172458031896,98.6945659871552,99.8039346845931,100.312195108088,101.265779805018,100.263650526298,99.0871028092688,100.905125687296
U59914_at,100.660079367912,100.025741795785,102.299841859116,99.7644552856873,98.3192480488651,99.8334556375473,100.519670679207,100.127258872923,98.1539519458293,100.619064286762
X51801_at,100.543316553374,99.930579760481,101.094156666671,99.2822236318488,100.411349696765,99.8167792423389,99.2264751613576,101.113823302499,100.441724075652,98.840279613779
D83018_at,99.5112445239834,101.667780331104,103.106020423781,98.3101674148137,101.461068963649,100.483465190514,99.2926053484112,99.3146127823818,98.6910859238922,99.7594927093111
U61145_at,99.0643305398867,101.215453959172,100.833490416897,101.104873207422,100.437377995116,100.608036567537,100.924509587064,99.0665404710204,99.1936142626991,101.263898117135
AF006041_at,102.389158545939,99.9085496834261,99.6137301732121,100.592343476877,98.7213486102959,97.9865809507205,100.785840798725,99.5320053583177,101.140992314406,101.679084081366
U79274_at,100.327620056309,100.08954728408,99.1715261519505,100.794259510162,99.1858859964511,99.4054880812787,99.4434518149824,98.8937337412368,98.9670977647033,100.320294267725
D13638_s_at,99.888012573957,101.158077389749,99.5530263008961,99.9926602461404,99.5219084159163,99.6460541395162,97.8419151499814,99.0551643363641,99.5058896468055,100.968102272331
X66894_s_at,100.36472326545,100.837695461314,99.2931061721151,99.1389435701367,100.338267898942,101.703078338906,98.6823577530207,101.489644509224,99.08544230371,98.85973378941
U77949_at,99.1798584003462,102.209295570427,98.737109856779,99.6727724849382,100.768798031949,99.237082168723,100.005179346838,100.539399220617,100.271417052502,100.603433470396
U64444_at,99.6652584548646,99.9888231585992,100.113130127505,100.255690144743,99.509504576263,99.5879476213188,100.648809831751,100.007020104335,98.5199311404232,100.667440203443
X05360_at,101.299988407842,98.5988263113722,99.2065688009971,100.440757974454,101.123998774421,99.9377134948947,99.7209584024554,100.12755067164,100.482735855684,100.203850092334
M99439_at,99.6359935676406,99.3656439801933,101.035156164102,100.648990126082,100.122082280186,99.6169209205244,99.6587503794944,100.84602053083,99.1926958463675,100.965813382221
D14134_at,101.756073430141,102.424057802239,98.7872902000103,99.5885126737791,99.144585495384,100.241551760353,101.783311468711,97.1675197763218,100.410335766626,100.785720923354
X89398_cds2_at,100.398351934057,99.7462101998366,98.4396993327695,100.882846804564,98.9905968461009,100.886012951712,100.814350261077,99.5186755222084,99.4160479087168,99.8879590840715
L24559_at,100.590601090304,99.6215049614412,99.4801996876594,100.46298125682,99.8317610819372,99.5514630439692,99.3982693207462,99.575860058344,98.5242563291666,99.0133770887943
Z11737_at,100.024399832695,99.8954864913081,102.962997084386,100.318362859525,102.460877904736,99.7907754788244,99.8459130355342,99.9922769914601,100.537016054539,101.009377927374
X64810_at,101.556790849128,100.955553964824,100.398307242128,98.8122103081449,100.713364556633,99.8061366529247,96.1349398663339,100.336828889149,100.554914756857,98.8141090880312
X79780_at,99.8976775678892,102.674223500918,100.131254308083,99.0938402796396,98.2390086301054,98.8649460052018,101.535149909482,99.8876955569247,100.063881558768,100.676936789769
M97856_at,102.107725418559,100.209519016174,100.310411313174,101.295568965204,98.9843384512393,99.2634862155121,100.154337527636,100.115690746487,101.1668699917,98.9382064550542
X97261_r_at,99.6486103430329,98.2181599411173,100.16869535927,97.8124356190412,99.2157581231747,101.332159395613,100.037455988691,99.5759288323094,102.486958139166,99.1147064819518
U05321_at,99.6179530598682,99.7114724384539,99.7752916861815,97.6587528046095,101.910976380744,99.3115231695808,101.370082676722,102.205888204817,100.630629210568,101.230768127075
U14575_at,100.635924131336,100.825796262011,99.6617687365834,100.839604874575,101.263339955183,99.6862965514324,99.2958504426104,101.43401955431,99.7621605213015,101.346695608513
D87076_at,101.004079993074,99.6038380408037,99.8114722186746,100.843116286863,102.173254066567,100.078867840667,98.8457395740326,99.5196544738152,100.360975361329,100.724543995597
X56468_at,100.697852175488,99.7137498865315,101.067114262599,100.420375946108,99.5674383421504,100.490717765775,99.7559299059542,101.604567769851,100.628551671303,99.0619900329974
L38696_at,101.291955660894,101.783063332029,99.519759600695,101.555377237615,99.5401943613846,100.792207992343,99.1525137160364,101.208786178124,99.4189944916914,99.0038067551846
L05568_at,100.503149132652,100.611799326836,101.374835341717,100.321099456624,100.993654880889,100.491080660041,100.612629169263,100.956559263627,98.4083200702147,99.9033789127055
U56816_at,99.4610670127979,101.004654980532,100.422433213073,100.862661360035,99.7626437640889,99.2241133423267,99.5266869687862,99.4903014186257,99.1282110016621,100.597347830324
L07515_at,99.7469061179119,99.7888276286196,100.751010421368,100.113630756172,101.293306286383,99.6657523150638,99.1350802262541,100.13696106861,99.3530222607074,100.523136032392
D87448_at,100.088082523116,100.896732296203,99.679734851387,99.8460291416052,98.6424563245851,102.342529161719,101.397069053428,100.318756905707,101.274390393549,101.099549493333
X62048_at,100.276993389214,100.185837450204,99.5181314942984,100.030852901803,99.6396457134082,98.9921473909885,100.560189596097,99.214179746616,100.975156703147,98.9100954581026
X79536_at,100.199136065612,100.584411984098,99.9284598143079,98.9583524328326,101.125241995336,99.8905132329907,98.7487419527762,98.5867419167734,100.424300339493,97.7291849746158
M31303_rna1_at,100.949766304979,100.929401748845,100.716506764232,100.374220758194,98.2710396098476,100.380970363399,101.398456101087,100.2160375764,100.522358453006,101.470602671681
